ModuleID,CourseID,ModuleName,ModuleType,LecturerID,LanguageID,TranslatorID
311,56,Modul 2 kursu 'Tworzenie Aplikacji VR: Unity i Unreal Engine',3,767,1,
312,56,Modul 3 kursu 'Tworzenie Aplikacji VR: Unity i Unreal Engine',1,468,2,632
313,56,Modul 4 kursu 'Tworzenie Aplikacji VR: Unity i Unreal Engine',1,248,1,
314,56,Modul 5 kursu 'Tworzenie Aplikacji VR: Unity i Unreal Engine',4,468,1,
315,56,Modul 6 kursu 'Tworzenie Aplikacji VR: Unity i Unreal Engine',3,415,1,
316,56,Modul 7 kursu 'Tworzenie Aplikacji VR: Unity i Unreal Engine',3,96,1,
317,57,Modul 1 kursu 'Tworzenie Aplikacji AI: TensorFlow i PyTorch',1,772,1,
318,57,Modul 2 kursu 'Tworzenie Aplikacji AI: TensorFlow i PyTorch',2,135,1,
319,57,Modul 3 kursu 'Tworzenie Aplikacji AI: TensorFlow i PyTorch',2,840,1,
320,58,Modul 1 kursu 'Astrofizyka: Wprowadzenie',4,1019,1,
321,58,Modul 2 kursu 'Astrofizyka: Wprowadzenie',4,492,1,
322,58,Modul 3 kursu 'Astrofizyka: Wprowadzenie',1,839,2,485
323,58,Modul 4 kursu 'Astrofizyka: Wprowadzenie',4,588,8,901
324,58,Modul 5 kursu 'Astrofizyka: Wprowadzenie',4,471,1,
325,58,Modul 6 kursu 'Astrofizyka: Wprowadzenie',4,471,2,591
326,58,Modul 7 kursu 'Astrofizyka: Wprowadzenie',1,588,2,591
327,59,Modul 1 kursu 'Ekonomia: Wprowadzenie do Makro i Mikroekonomii',3,423,8,901
328,59,Modul 2 kursu 'Ekonomia: Wprowadzenie do Makro i Mikroekonomii',1,741,1,
329,59,Modul 3 kursu 'Ekonomia: Wprowadzenie do Makro i Mikroekonomii',3,688,1,
330,59,Modul 4 kursu 'Ekonomia: Wprowadzenie do Makro i Mikroekonomii',1,767,9,685
331,59,Modul 5 kursu 'Ekonomia: Wprowadzenie do Makro i Mikroekonomii',3,623,6,806
332,59,Modul 6 kursu 'Ekonomia: Wprowadzenie do Makro i Mikroekonomii',2,710,7,352
333,60,Modul 1 kursu 'Zarzadzanie Sieciami Komputerowymi',1,432,1,
334,60,Modul 2 kursu 'Zarzadzanie Sieciami Komputerowymi',4,511,5,753
335,60,Modul 3 kursu 'Zarzadzanie Sieciami Komputerowymi',2,765,1,
336,60,Modul 4 kursu 'Zarzadzanie Sieciami Komputerowymi',3,956,6,340
337,61,Modul 1 kursu 'Tworzenie Aplikacji Finansowych: Financial Applications',1,319,1,
338,61,Modul 2 kursu 'Tworzenie Aplikacji Finansowych: Financial Applications',4,325,1,
339,61,Modul 3 kursu 'Tworzenie Aplikacji Finansowych: Financial Applications',4,112,1,
340,61,Modul 4 kursu 'Tworzenie Aplikacji Finansowych: Financial Applications',1,112,7,469
341,61,Modul 5 kursu 'Tworzenie Aplikacji Finansowych: Financial Applications',3,776,9,714
342,61,Modul 6 kursu 'Tworzenie Aplikacji Finansowych: Financial Applications',4,307,1,
343,62,Modul 1 kursu 'Tworzenie Aplikacji PWA: Progressive Web Apps',4,391,1,
344,62,Modul 2 kursu 'Tworzenie Aplikacji PWA: Progressive Web Apps',4,319,1,
345,62,Modul 3 kursu 'Tworzenie Aplikacji PWA: Progressive Web Apps',3,1111,5,1042
346,62,Modul 4 kursu 'Tworzenie Aplikacji PWA: Progressive Web Apps',4,903,1,
347,62,Modul 5 kursu 'Tworzenie Aplikacji PWA: Progressive Web Apps',3,319,1,
348,62,Modul 6 kursu 'Tworzenie Aplikacji PWA: Progressive Web Apps',4,112,1,
349,63,Modul 1 kursu 'Geologia: Badanie Ziemi',4,143,1,
350,63,Modul 2 kursu 'Geologia: Badanie Ziemi',4,567,1,
351,63,Modul 3 kursu 'Geologia: Badanie Ziemi',2,588,1,
352,63,Modul 4 kursu 'Geologia: Badanie Ziemi',1,8,1,
353,64,Modul 1 kursu 'Mikrobiologia: Swiat Mikroorganizmów',4,482,1,
354,64,Modul 2 kursu 'Mikrobiologia: Swiat Mikroorganizmów',2,1047,4,35
355,64,Modul 3 kursu 'Mikrobiologia: Swiat Mikroorganizmów',1,482,1,
356,64,Modul 4 kursu 'Mikrobiologia: Swiat Mikroorganizmów',2,319,1,
357,64,Modul 5 kursu 'Mikrobiologia: Swiat Mikroorganizmów',4,11,8,277
358,65,Modul 1 kursu 'Wprowadzenie do Tworzenia Gier',1,1092,1,
359,65,Modul 2 kursu 'Wprowadzenie do Tworzenia Gier',2,160,6,336
360,65,Modul 3 kursu 'Wprowadzenie do Tworzenia Gier',4,143,1,
361,65,Modul 4 kursu 'Wprowadzenie do Tworzenia Gier',3,902,7,836
362,65,Modul 5 kursu 'Wprowadzenie do Tworzenia Gier',1,135,9,946
363,66,Modul 1 kursu 'Dietetyka: Zdrowe Zywienie',2,767,2,349
364,66,Modul 2 kursu 'Dietetyka: Zdrowe Zywienie',1,415,1,
365,66,Modul 3 kursu 'Dietetyka: Zdrowe Zywienie',2,319,8,277
366,66,Modul 4 kursu 'Dietetyka: Zdrowe Zywienie',1,415,1,
367,67,Modul 1 kursu 'Tworzenie Aplikacji w Elixirze',3,678,10,165
368,67,Modul 2 kursu 'Tworzenie Aplikacji w Elixirze',2,1142,1,
369,67,Modul 3 kursu 'Tworzenie Aplikacji w Elixirze',3,391,1,
370,67,Modul 4 kursu 'Tworzenie Aplikacji w Elixirze',1,707,1,
371,67,Modul 5 kursu 'Tworzenie Aplikacji w Elixirze',3,319,1,
372,68,Modul 1 kursu 'Programowanie Logiczne: Prolog i Lisp',3,903,1,
373,68,Modul 2 kursu 'Programowanie Logiczne: Prolog i Lisp',3,623,1,
374,68,Modul 3 kursu 'Programowanie Logiczne: Prolog i Lisp',1,8,4,750
375,68,Modul 4 kursu 'Programowanie Logiczne: Prolog i Lisp',4,432,1,
376,68,Modul 5 kursu 'Programowanie Logiczne: Prolog i Lisp',3,903,4,360
377,68,Modul 6 kursu 'Programowanie Logiczne: Prolog i Lisp',4,8,1,
378,69,Modul 1 kursu 'Nauka o Danych: Od Teorii do Praktyki',3,494,1,
379,69,Modul 2 kursu 'Nauka o Danych: Od Teorii do Praktyki',4,11,8,320
380,69,Modul 3 kursu 'Nauka o Danych: Od Teorii do Praktyki',3,866,5,1011
381,70,Modul 1 kursu 'Psychologia: Podstawy',1,1019,1,
382,70,Modul 2 kursu 'Psychologia: Podstawy',2,903,1,
383,70,Modul 3 kursu 'Psychologia: Podstawy',2,588,1,
384,70,Modul 4 kursu 'Psychologia: Podstawy',1,492,1,
385,70,Modul 5 kursu 'Psychologia: Podstawy',1,839,1,
386,70,Modul 6 kursu 'Psychologia: Podstawy',3,143,1,
387,71,"Modul 1 kursu 'Zarzadzanie Inwestycjami: Akcje, Obligacje, ETF-y'",1,1019,8,901
388,71,"Modul 2 kursu 'Zarzadzanie Inwestycjami: Akcje, Obligacje, ETF-y'",3,8,1,
389,71,"Modul 3 kursu 'Zarzadzanie Inwestycjami: Akcje, Obligacje, ETF-y'",1,588,1,
390,71,"Modul 4 kursu 'Zarzadzanie Inwestycjami: Akcje, Obligacje, ETF-y'",2,765,1,
391,72,Modul 1 kursu 'Tworzenie Aplikacji Responsive: Responsive Web Design',1,494,1,
392,72,Modul 2 kursu 'Tworzenie Aplikacji Responsive: Responsive Web Design',3,1166,4,663
393,72,Modul 3 kursu 'Tworzenie Aplikacji Responsive: Responsive Web Design',1,148,1,
394,72,Modul 4 kursu 'Tworzenie Aplikacji Responsive: Responsive Web Design',1,468,1,
395,72,Modul 5 kursu 'Tworzenie Aplikacji Responsive: Responsive Web Design',2,87,1,
396,73,Modul 1 kursu 'Zarzadzanie Opieka Zdrowotna',1,129,1,
397,73,Modul 2 kursu 'Zarzadzanie Opieka Zdrowotna',4,1047,2,349
398,73,Modul 3 kursu 'Zarzadzanie Opieka Zdrowotna',2,8,1,
399,73,Modul 4 kursu 'Zarzadzanie Opieka Zdrowotna',3,956,1,
400,73,Modul 5 kursu 'Zarzadzanie Opieka Zdrowotna',2,956,1,
401,73,Modul 6 kursu 'Zarzadzanie Opieka Zdrowotna',2,1118,1,
402,74,Modul 1 kursu 'Tworzenie Aplikacji Desktopowych: Java i C#',2,266,1,
403,74,Modul 2 kursu 'Tworzenie Aplikacji Desktopowych: Java i C#',3,1104,1,
404,74,Modul 3 kursu 'Tworzenie Aplikacji Desktopowych: Java i C#',4,160,1,
405,75,Modul 1 kursu 'Tworzenie Aplikacji Medycznych: Medical Applications',2,710,1,
406,75,Modul 2 kursu 'Tworzenie Aplikacji Medycznych: Medical Applications',2,148,1,
407,75,Modul 3 kursu 'Tworzenie Aplikacji Medycznych: Medical Applications',1,956,1,
408,75,Modul 4 kursu 'Tworzenie Aplikacji Medycznych: Medical Applications',3,936,1,
409,75,Modul 5 kursu 'Tworzenie Aplikacji Medycznych: Medical Applications',4,192,1,
410,75,Modul 6 kursu 'Tworzenie Aplikacji Medycznych: Medical Applications',3,588,1,
411,75,Modul 7 kursu 'Tworzenie Aplikacji Medycznych: Medical Applications',3,363,1,
412,76,Modul 1 kursu 'Tworzenie Aplikacji SPA: Single Page Applications',3,1166,1,
413,76,Modul 2 kursu 'Tworzenie Aplikacji SPA: Single Page Applications',1,1047,7,836
414,76,Modul 3 kursu 'Tworzenie Aplikacji SPA: Single Page Applications',1,94,2,349
415,76,Modul 4 kursu 'Tworzenie Aplikacji SPA: Single Page Applications',2,432,1,
416,76,Modul 5 kursu 'Tworzenie Aplikacji SPA: Single Page Applications',3,567,2,246
417,76,Modul 6 kursu 'Tworzenie Aplikacji SPA: Single Page Applications',3,87,1,
418,76,Modul 7 kursu 'Tworzenie Aplikacji SPA: Single Page Applications',4,129,7,836
419,77,Modul 1 kursu 'Tworzenie Bezpiecznych Aplikacji Webowych',3,741,1,
420,77,Modul 2 kursu 'Tworzenie Bezpiecznych Aplikacji Webowych',2,1019,1,
421,77,Modul 3 kursu 'Tworzenie Bezpiecznych Aplikacji Webowych',2,96,1,
422,77,Modul 4 kursu 'Tworzenie Bezpiecznych Aplikacji Webowych',4,567,1,
423,77,Modul 5 kursu 'Tworzenie Bezpiecznych Aplikacji Webowych',2,1142,4,35
424,77,Modul 6 kursu 'Tworzenie Bezpiecznych Aplikacji Webowych',4,765,1,
425,77,Modul 7 kursu 'Tworzenie Bezpiecznych Aplikacji Webowych',1,1092,1,
426,77,Modul 8 kursu 'Tworzenie Bezpiecznych Aplikacji Webowych',1,432,10,205
427,78,Modul 1 kursu 'Astrofizyka: Wprowadzenie',1,11,1,
428,78,Modul 2 kursu 'Astrofizyka: Wprowadzenie',4,482,1,
429,78,Modul 3 kursu 'Astrofizyka: Wprowadzenie',4,192,1,
430,78,Modul 4 kursu 'Astrofizyka: Wprowadzenie',3,143,1,
431,79,Modul 1 kursu 'SQL: Zarzadzanie Bazami Danych',3,561,1,
432,79,Modul 2 kursu 'SQL: Zarzadzanie Bazami Danych',4,765,1,
433,79,Modul 3 kursu 'SQL: Zarzadzanie Bazami Danych',2,248,1,
434,79,Modul 4 kursu 'SQL: Zarzadzanie Bazami Danych',4,432,1,
435,79,Modul 5 kursu 'SQL: Zarzadzanie Bazami Danych',4,511,5,753
436,80,Modul 1 kursu 'Projektowanie Produktu: Od Koncepcji do Realizacji',1,370,1,
437,80,Modul 2 kursu 'Projektowanie Produktu: Od Koncepcji do Realizacji',1,772,1,
438,80,Modul 3 kursu 'Projektowanie Produktu: Od Koncepcji do Realizacji',3,840,4,750
439,80,Modul 4 kursu 'Projektowanie Produktu: Od Koncepcji do Realizacji',2,135,1,
440,81,Modul 1 kursu 'FinTech: Przyszlosc Finansów',3,707,1,
441,81,Modul 2 kursu 'FinTech: Przyszlosc Finansów',1,877,1,
442,81,Modul 3 kursu 'FinTech: Przyszlosc Finansów',4,707,1,
443,81,Modul 4 kursu 'FinTech: Przyszlosc Finansów',4,877,1,
444,81,Modul 5 kursu 'FinTech: Przyszlosc Finansów',2,741,10,993
445,81,Modul 6 kursu 'FinTech: Przyszlosc Finansów',4,72,2,138
446,81,Modul 7 kursu 'FinTech: Przyszlosc Finansów',2,710,1,
447,82,Modul 1 kursu 'Projektowanie za Pomoca CSS',1,143,1,
448,82,Modul 2 kursu 'Projektowanie za Pomoca CSS',3,423,1,
449,82,Modul 3 kursu 'Projektowanie za Pomoca CSS',1,511,4,750
450,82,Modul 4 kursu 'Projektowanie za Pomoca CSS',4,87,1,
451,82,Modul 5 kursu 'Projektowanie za Pomoca CSS',1,8,4,750
452,82,Modul 6 kursu 'Projektowanie za Pomoca CSS',4,143,5,753
453,83,Modul 1 kursu 'Biochemia: Podstawy Zycia',2,8,1,
454,83,Modul 2 kursu 'Biochemia: Podstawy Zycia',1,96,1,
455,83,Modul 3 kursu 'Biochemia: Podstawy Zycia',2,266,1,
456,83,Modul 4 kursu 'Biochemia: Podstawy Zycia',2,936,1,
457,83,Modul 5 kursu 'Biochemia: Podstawy Zycia',2,248,1,
458,83,Modul 6 kursu 'Biochemia: Podstawy Zycia',2,567,5,1011
459,83,Modul 7 kursu 'Biochemia: Podstawy Zycia',2,8,5,753
460,84,Modul 1 kursu 'Wizja Komputerowa w Praktyce',2,129,1,
461,84,Modul 2 kursu 'Wizja Komputerowa w Praktyce',3,492,5,753
462,84,Modul 3 kursu 'Wizja Komputerowa w Praktyce',2,936,1,
463,84,Modul 4 kursu 'Wizja Komputerowa w Praktyce',1,767,9,763
464,84,Modul 5 kursu 'Wizja Komputerowa w Praktyce',4,741,1,
465,84,Modul 6 kursu 'Wizja Komputerowa w Praktyce',3,567,1,
466,84,Modul 7 kursu 'Wizja Komputerowa w Praktyce',1,160,1,
467,85,Modul 1 kursu 'Weterynaria: Opieka nad Zwierzetami',4,688,2,138
468,85,Modul 2 kursu 'Weterynaria: Opieka nad Zwierzetami',2,410,1,
469,85,Modul 3 kursu 'Weterynaria: Opieka nad Zwierzetami',3,135,1,
470,85,Modul 4 kursu 'Weterynaria: Opieka nad Zwierzetami',3,567,2,485
471,85,Modul 5 kursu 'Weterynaria: Opieka nad Zwierzetami',2,8,8,320
472,85,Modul 6 kursu 'Weterynaria: Opieka nad Zwierzetami',4,688,1,
473,86,Modul 1 kursu 'Wizja Komputerowa w Praktyce',1,72,1,
474,86,Modul 2 kursu 'Wizja Komputerowa w Praktyce',4,710,1,
475,86,Modul 3 kursu 'Wizja Komputerowa w Praktyce',4,363,2,514
476,86,Modul 4 kursu 'Wizja Komputerowa w Praktyce',4,410,1,
477,86,Modul 5 kursu 'Wizja Komputerowa w Praktyce',1,688,1,
478,86,Modul 6 kursu 'Wizja Komputerowa w Praktyce',4,363,1,
479,87,Modul 1 kursu 'Druk 3D dla Poczatkujacych',1,840,1,
480,87,Modul 2 kursu 'Druk 3D dla Poczatkujacych',2,94,1,
481,87,Modul 3 kursu 'Druk 3D dla Poczatkujacych',1,415,4,35
482,87,Modul 4 kursu 'Druk 3D dla Poczatkujacych',3,8,1,
483,87,Modul 5 kursu 'Druk 3D dla Poczatkujacych',1,840,1,
484,87,Modul 6 kursu 'Druk 3D dla Poczatkujacych',3,363,1,
485,87,Modul 7 kursu 'Druk 3D dla Poczatkujacych',3,688,7,1058
486,88,Modul 1 kursu 'Tworzenie Aplikacji AR-first: AR-first Design',3,96,1,
487,88,Modul 2 kursu 'Tworzenie Aplikacji AR-first: AR-first Design',2,307,1,
488,88,Modul 3 kursu 'Tworzenie Aplikacji AR-first: AR-first Design',1,143,5,753
489,88,Modul 4 kursu 'Tworzenie Aplikacji AR-first: AR-first Design',2,1092,7,836
490,88,Modul 5 kursu 'Tworzenie Aplikacji AR-first: AR-first Design',1,1092,1,
491,88,Modul 6 kursu 'Tworzenie Aplikacji AR-first: AR-first Design',4,765,10,205
492,89,Modul 1 kursu 'Przetwarzanie Jezyka Naturalnego',4,903,1,
493,89,Modul 2 kursu 'Przetwarzanie Jezyka Naturalnego',2,567,1,
494,89,Modul 3 kursu 'Przetwarzanie Jezyka Naturalnego',3,135,7,352
495,89,Modul 4 kursu 'Przetwarzanie Jezyka Naturalnego',3,688,1,
496,89,Modul 5 kursu 'Przetwarzanie Jezyka Naturalnego',3,720,1,
497,89,Modul 6 kursu 'Przetwarzanie Jezyka Naturalnego',2,112,1,
498,89,Modul 7 kursu 'Przetwarzanie Jezyka Naturalnego',1,257,1,
499,90,Modul 1 kursu 'Tworzenie Stron Internetowych',3,135,9,763
500,90,Modul 2 kursu 'Tworzenie Stron Internetowych',4,87,1,
501,90,Modul 3 kursu 'Tworzenie Stron Internetowych',1,1,1,
502,90,Modul 4 kursu 'Tworzenie Stron Internetowych',4,511,1,
503,90,Modul 5 kursu 'Tworzenie Stron Internetowych',2,325,9,763
504,90,Modul 6 kursu 'Tworzenie Stron Internetowych',3,918,4,663
505,90,Modul 7 kursu 'Tworzenie Stron Internetowych',1,143,1,
506,90,Modul 8 kursu 'Tworzenie Stron Internetowych',3,561,1,
507,91,Modul 1 kursu 'Neurobiologia: Jak Dziala Mózg',3,839,1,
508,91,Modul 2 kursu 'Neurobiologia: Jak Dziala Mózg',3,87,1,
509,91,Modul 3 kursu 'Neurobiologia: Jak Dziala Mózg',2,765,1,
510,91,Modul 4 kursu 'Neurobiologia: Jak Dziala Mózg',3,129,10,165
511,92,Modul 1 kursu 'Wprowadzenie do Cyberbezpieczenstwa',1,143,1,
512,92,Modul 2 kursu 'Wprowadzenie do Cyberbezpieczenstwa',1,135,1,
513,92,Modul 3 kursu 'Wprowadzenie do Cyberbezpieczenstwa',3,135,2,486
514,92,Modul 4 kursu 'Wprowadzenie do Cyberbezpieczenstwa',2,588,4,663
515,92,Modul 5 kursu 'Wprowadzenie do Cyberbezpieczenstwa',4,143,2,451
516,92,Modul 6 kursu 'Wprowadzenie do Cyberbezpieczenstwa',4,1092,1,
517,93,"Modul 1 kursu 'Zarzadzanie Inwestycjami: Akcje, Obligacje, ETF-y'",3,776,1,
518,93,"Modul 2 kursu 'Zarzadzanie Inwestycjami: Akcje, Obligacje, ETF-y'",4,588,8,901
519,93,"Modul 3 kursu 'Zarzadzanie Inwestycjami: Akcje, Obligacje, ETF-y'",3,11,1,
520,93,"Modul 4 kursu 'Zarzadzanie Inwestycjami: Akcje, Obligacje, ETF-y'",4,839,8,901
521,93,"Modul 5 kursu 'Zarzadzanie Inwestycjami: Akcje, Obligacje, ETF-y'",4,471,1,
522,93,"Modul 6 kursu 'Zarzadzanie Inwestycjami: Akcje, Obligacje, ETF-y'",1,839,1,
523,94,Modul 1 kursu 'Tworzenie Aplikacji 3D-first: 3D-first Design',1,765,1,
524,94,Modul 2 kursu 'Tworzenie Aplikacji 3D-first: 3D-first Design',1,511,2,451
525,94,Modul 3 kursu 'Tworzenie Aplikacji 3D-first: 3D-first Design',1,432,1,
526,94,Modul 4 kursu 'Tworzenie Aplikacji 3D-first: 3D-first Design',4,87,1,
527,94,Modul 5 kursu 'Tworzenie Aplikacji 3D-first: 3D-first Design',4,87,1,
528,95,Modul 1 kursu 'Inzynieria Biomedyczna: Rozwiazania dla Zdrowia',1,11,8,277
529,95,Modul 2 kursu 'Inzynieria Biomedyczna: Rozwiazania dla Zdrowia',4,192,8,277
530,95,Modul 3 kursu 'Inzynieria Biomedyczna: Rozwiazania dla Zdrowia',2,87,1,
531,95,Modul 4 kursu 'Inzynieria Biomedyczna: Rozwiazania dla Zdrowia',3,918,1,
532,96,Modul 1 kursu 'Docker: Tworzenie i Zarzadzanie Kontenerami',2,129,4,750
533,96,Modul 2 kursu 'Docker: Tworzenie i Zarzadzanie Kontenerami',1,808,1,
534,96,Modul 3 kursu 'Docker: Tworzenie i Zarzadzanie Kontenerami',2,415,1,
535,96,Modul 4 kursu 'Docker: Tworzenie i Zarzadzanie Kontenerami',2,143,1,
536,96,Modul 5 kursu 'Docker: Tworzenie i Zarzadzanie Kontenerami',4,482,8,277
537,96,Modul 6 kursu 'Docker: Tworzenie i Zarzadzanie Kontenerami',1,808,1,
538,96,Modul 7 kursu 'Docker: Tworzenie i Zarzadzanie Kontenerami',2,423,6,340
539,97,Modul 1 kursu 'Programowanie w C++',4,87,1,
540,97,Modul 2 kursu 'Programowanie w C++',2,363,1,
541,97,Modul 3 kursu 'Programowanie w C++',2,765,8,320
542,97,Modul 4 kursu 'Programowanie w C++',1,1,1,
543,98,Modul 1 kursu 'Tworzenie Aplikacji AR: ARCore i ARKit',3,565,1,
544,98,Modul 2 kursu 'Tworzenie Aplikacji AR: ARCore i ARKit',4,1,1,
545,98,Modul 3 kursu 'Tworzenie Aplikacji AR: ARCore i ARKit',1,1092,1,
546,98,Modul 4 kursu 'Tworzenie Aplikacji AR: ARCore i ARKit',4,1,1,
547,98,Modul 5 kursu 'Tworzenie Aplikacji AR: ARCore i ARKit',2,767,1,
548,98,Modul 6 kursu 'Tworzenie Aplikacji AR: ARCore i ARKit',3,902,7,469
549,98,Modul 7 kursu 'Tworzenie Aplikacji AR: ARCore i ARKit',4,511,2,451
550,99,Modul 1 kursu 'Wirtualna Rzeczywistosc: Tworzenie Swiatów',4,143,1,
551,99,Modul 2 kursu 'Wirtualna Rzeczywistosc: Tworzenie Swiatów',3,112,1,
552,99,Modul 3 kursu 'Wirtualna Rzeczywistosc: Tworzenie Swiatów',1,87,5,753
553,99,Modul 4 kursu 'Wirtualna Rzeczywistosc: Tworzenie Swiatów',2,192,4,750
554,99,Modul 5 kursu 'Wirtualna Rzeczywistosc: Tworzenie Swiatów',2,936,1,
555,99,Modul 6 kursu 'Wirtualna Rzeczywistosc: Tworzenie Swiatów',1,87,4,750
556,99,Modul 7 kursu 'Wirtualna Rzeczywistosc: Tworzenie Swiatów',4,1,1,
557,100,Modul 1 kursu 'Tworzenie Aplikacji PWA: Progressive Web Apps',1,767,1,
558,100,Modul 2 kursu 'Tworzenie Aplikacji PWA: Progressive Web Apps',2,135,1,
559,100,Modul 3 kursu 'Tworzenie Aplikacji PWA: Progressive Web Apps',4,741,9,685
560,100,Modul 4 kursu 'Tworzenie Aplikacji PWA: Progressive Web Apps',2,423,1,
561,100,Modul 5 kursu 'Tworzenie Aplikacji PWA: Progressive Web Apps',2,410,8,277
562,100,Modul 6 kursu 'Tworzenie Aplikacji PWA: Progressive Web Apps',1,741,1,
563,100,Modul 7 kursu 'Tworzenie Aplikacji PWA: Progressive Web Apps',4,741,1,
564,100,Modul 8 kursu 'Tworzenie Aplikacji PWA: Progressive Web Apps',4,936,1,
565,101,Modul 1 kursu 'Tworzenie Aplikacji w JavaScript',1,11,1,
566,101,Modul 2 kursu 'Tworzenie Aplikacji w JavaScript',2,266,1,
567,101,Modul 3 kursu 'Tworzenie Aplikacji w JavaScript',1,808,8,277
568,101,Modul 4 kursu 'Tworzenie Aplikacji w JavaScript',4,482,8,277
569,102,"Modul 1 kursu 'Tworzenie Aplikacji JAMstack: JavaScript, APIs, Markup'",3,623,1,
570,102,"Modul 2 kursu 'Tworzenie Aplikacji JAMstack: JavaScript, APIs, Markup'",1,370,6,340
571,102,"Modul 3 kursu 'Tworzenie Aplikacji JAMstack: JavaScript, APIs, Markup'",4,1047,1,
572,103,Modul 1 kursu 'E-commerce: Zarzadzanie Sklepem Online',4,257,1,
573,103,Modul 2 kursu 'E-commerce: Zarzadzanie Sklepem Online',3,707,2,632
574,103,Modul 3 kursu 'E-commerce: Zarzadzanie Sklepem Online',2,839,1,
575,103,Modul 4 kursu 'E-commerce: Zarzadzanie Sklepem Online',1,903,1,
576,104,"Modul 1 kursu 'Tworzenie Aplikacji MEAN: MongoDB, Express, Angular, Node.js'",1,707,2,514
577,104,"Modul 2 kursu 'Tworzenie Aplikacji MEAN: MongoDB, Express, Angular, Node.js'",3,511,1,
578,104,"Modul 3 kursu 'Tworzenie Aplikacji MEAN: MongoDB, Express, Angular, Node.js'",1,363,1,
579,104,"Modul 4 kursu 'Tworzenie Aplikacji MEAN: MongoDB, Express, Angular, Node.js'",1,877,1,
580,104,"Modul 5 kursu 'Tworzenie Aplikacji MEAN: MongoDB, Express, Angular, Node.js'",4,877,1,
581,104,"Modul 6 kursu 'Tworzenie Aplikacji MEAN: MongoDB, Express, Angular, Node.js'",4,423,1,
582,104,"Modul 7 kursu 'Tworzenie Aplikacji MEAN: MongoDB, Express, Angular, Node.js'",3,112,1,
583,105,Modul 1 kursu 'Zarzadzanie Incydentami Bezpieczenstwa',3,567,1,
584,105,Modul 2 kursu 'Zarzadzanie Incydentami Bezpieczenstwa',1,11,1,
585,105,Modul 3 kursu 'Zarzadzanie Incydentami Bezpieczenstwa',4,11,1,
586,105,Modul 4 kursu 'Zarzadzanie Incydentami Bezpieczenstwa',4,808,8,320
587,105,Modul 5 kursu 'Zarzadzanie Incydentami Bezpieczenstwa',4,192,1,
588,105,Modul 6 kursu 'Zarzadzanie Incydentami Bezpieczenstwa',2,588,1,
589,106,"Modul 1 kursu 'Zarzadzanie Inwestycjami: Akcje, Obligacje, ETF-y'",1,192,1,
590,106,"Modul 2 kursu 'Zarzadzanie Inwestycjami: Akcje, Obligacje, ETF-y'",2,415,1,
591,106,"Modul 3 kursu 'Zarzadzanie Inwestycjami: Akcje, Obligacje, ETF-y'",3,8,1,
592,106,"Modul 4 kursu 'Zarzadzanie Inwestycjami: Akcje, Obligacje, ETF-y'",1,808,1,
593,106,"Modul 5 kursu 'Zarzadzanie Inwestycjami: Akcje, Obligacje, ETF-y'",4,808,8,277
594,106,"Modul 6 kursu 'Zarzadzanie Inwestycjami: Akcje, Obligacje, ETF-y'",2,936,5,732
595,106,"Modul 7 kursu 'Zarzadzanie Inwestycjami: Akcje, Obligacje, ETF-y'",3,410,1,
596,107,Modul 1 kursu 'Tworzenie Aplikacji Naukowych: MATLAB i LabVIEW',1,8,1,
597,107,Modul 2 kursu 'Tworzenie Aplikacji Naukowych: MATLAB i LabVIEW',1,135,1,
598,107,Modul 3 kursu 'Tworzenie Aplikacji Naukowych: MATLAB i LabVIEW',4,1092,1,
599,107,Modul 4 kursu 'Tworzenie Aplikacji Naukowych: MATLAB i LabVIEW',1,511,4,750
600,107,Modul 5 kursu 'Tworzenie Aplikacji Naukowych: MATLAB i LabVIEW',2,482,1,
601,108,Modul 1 kursu 'Tworzenie Aplikacji Native: Swift i Kotlin',1,565,1,
602,108,Modul 2 kursu 'Tworzenie Aplikacji Native: Swift i Kotlin',3,143,1,
603,108,Modul 3 kursu 'Tworzenie Aplikacji Native: Swift i Kotlin',1,96,1,
604,108,Modul 4 kursu 'Tworzenie Aplikacji Native: Swift i Kotlin',4,565,1,
605,109,Modul 1 kursu 'Tworzenie Aplikacji SaaS: Salesforce i Slack',4,135,1,
606,109,Modul 2 kursu 'Tworzenie Aplikacji SaaS: Salesforce i Slack',4,1092,1,
607,109,Modul 3 kursu 'Tworzenie Aplikacji SaaS: Salesforce i Slack',2,11,1,
608,109,Modul 4 kursu 'Tworzenie Aplikacji SaaS: Salesforce i Slack',4,765,1,
609,109,Modul 5 kursu 'Tworzenie Aplikacji SaaS: Salesforce i Slack',2,710,2,591
610,110,Modul 1 kursu 'Bezpieczenstwo Chmury: Best Practices',3,1142,1,
611,110,Modul 2 kursu 'Bezpieczenstwo Chmury: Best Practices',2,135,1,
612,110,Modul 3 kursu 'Bezpieczenstwo Chmury: Best Practices',2,710,1,
613,110,Modul 4 kursu 'Bezpieczenstwo Chmury: Best Practices',3,1118,7,836
614,110,Modul 5 kursu 'Bezpieczenstwo Chmury: Best Practices',2,1142,6,340
615,110,Modul 6 kursu 'Bezpieczenstwo Chmury: Best Practices',4,741,1,
616,111,Modul 1 kursu 'Biologia: Struktura i Funkcje Zycia',2,918,1,
617,111,Modul 2 kursu 'Biologia: Struktura i Funkcje Zycia',1,840,1,
